burnout	loc	cope	teaching	research	pastoral
NotBurntOut	6.470588235	11.45038168	47.27272727	68.75	72.22222222
NotBurntOut	11.76470588	9.160305344	40	68.75	62.96296296
NotBurntOut	12.35294118	58.77862595	80	47.91666667	77.77777778
NotBurntOut	7.647058824	12.21374046	40	93.75	38.88888889
NotBurntOut	15.88235294	19.84732824	47.27272727	72.91666667	62.96296296
NotBurntOut	22.94117647	6.106870229	41.81818182	77.08333333	37.03703704
NotBurntOut	21.17647059	22.13740458	52.72727273	66.66666667	68.51851852
NotBurntOut	9.411764706	9.160305344	56.36363636	66.66666667	55.55555556
NotBurntOut	13.52941176	48.85496183	56.36363636	62.5	74.07407407
NotBurntOut	7.058823529	9.160305344	45.45454545	87.5	44.44444444
NotBurntOut	7.058823529	12.97709924	54.54545455	72.91666667	66.66666667
NotBurntOut	11.17647059	9.160305344	54.54545455	68.75	38.88888889
NotBurntOut	11.17647059	10.6870229	45.45454545	77.08333333	53.7037037
NotBurntOut	6.470588235	10.6870229	43.63636364	56.25	50
NotBurntOut	10.58823529	9.160305344	36.36363636	56.25	44.44444444
NotBurntOut	8.823529412	9.160305344	49.09090909	52.08333333	59.25925926
NotBurntOut	11.17647059	9.160305344	52.72727273	60.41666667	61.11111111
NotBurntOut	19.41176471	8.396946565	50.90909091	60.41666667	72.22222222
NotBurntOut	8.823529412	19.08396947	65.45454545	62.5	48.14814815
NotBurntOut	6.470588235	9.923664122	50.90909091	60.41666667	59.25925926
NotBurntOut	14.11764706	7.633587786	21.81818182	68.75	24.07407407
NotBurntOut	15.29411765	19.84732824	72.72727273	56.25	51.85185185
NotBurntOut	6.470588235	18.32061069	41.81818182	45.83333333	48.14814815
NotBurntOut	7.647058824	13.74045802	49.09090909	62.5	75.92592593
NotBurntOut	7.058823529	9.160305344	40	60.41666667	46.2962963
NotBurntOut	7.647058824	12.97709924	45.45454545	75	46.2962963
NotBurntOut	6.470588235	34.35114504	60	89.58333333	59.25925926
NotBurntOut	8.823529412	14.50381679	52.72727273	56.25	64.81481481
NotBurntOut	17.05882353	7.633587786	49.09090909	62.5	55.55555556
NotBurntOut	6.470588235	29.00763359	43.63636364	39.58333333	53.7037037
NotBurntOut	7.058823529	12.97709924	40	83.33333333	59.25925926
NotBurntOut	12.94117647	13.74045802	58.18181818	64.58333333	57.40740741
NotBurntOut	7.058823529	22.13740458	56.36363636	47.91666667	64.81481481
NotBurntOut	16.47058824	38.93129771	61.81818182	56.25	51.85185185
NotBurntOut	8.235294118	34.35114504	56.36363636	43.75	46.2962963
NotBurntOut	20.58823529	11.45038168	52.72727273	54.16666667	35.18518519
NotBurntOut	9.411764706	17.55725191	54.54545455	75	38.88888889
NotBurntOut	10	18.32061069	61.81818182	83.33333333	55.55555556
NotBurntOut	21.76470588	7.633587786	47.27272727	64.58333333	42.59259259
NotBurntOut	66.47058824	20.61068702	65.45454545	41.66666667	37.03703704
NotBurntOut	7.058823529	12.21374046	47.27272727	70.83333333	66.66666667
NotBurntOut	11.17647059	13.74045802	52.72727273	64.58333333	48.14814815
NotBurntOut	7.647058824	15.26717557	58.18181818	58.33333333	55.55555556
NotBurntOut	10.58823529	9.160305344	38.18181818	68.75	59.25925926
NotBurntOut	8.235294118	22.13740458	50.90909091	56.25	61.11111111
NotBurntOut	13.52941176	9.160305344	38.18181818	60.41666667	55.55555556
NotBurntOut	7.647058824	46.5648855	69.09090909	52.08333333	53.7037037
NotBurntOut	7.058823529	9.923664122	47.27272727	54.16666667	57.40740741
NotBurntOut	9.411764706	12.21374046	30.90909091	47.91666667	46.2962963
NotBurntOut	14.70588235	11.45038168	45.45454545	60.41666667	31.48148148
NotBurntOut	15.88235294	8.396946565	50.90909091	54.16666667	61.11111111
NotBurntOut	7.058823529	16.03053435	34.54545455	58.33333333	37.03703704
NotBurntOut	15.88235294	9.160305344	49.09090909	64.58333333	72.22222222
NotBurntOut	11.17647059	9.923664122	38.18181818	66.66666667	46.2962963
NotBurntOut	7.647058824	34.35114504	60	70.83333333	46.2962963
NotBurntOut	11.17647059	12.21374046	56.36363636	89.58333333	44.44444444
NotBurntOut	13.52941176	9.160305344	30.90909091	62.5	35.18518519
NotBurntOut	41.17647059	5.34351145	61.81818182	72.91666667	50
NotBurntOut	7.647058824	17.55725191	45.45454545	47.91666667	33.33333333
NotBurntOut	7.647058824	12.21374046	41.81818182	62.5	37.03703704
NotBurntOut	8.235294118	22.13740458	60	52.08333333	38.88888889
NotBurntOut	7.058823529	13.74045802	32.72727273	87.5	33.33333333
NotBurntOut	7.647058824	15.26717557	50.90909091	89.58333333	68.51851852
NotBurntOut	7.647058824	18.32061069	49.09090909	56.25	46.2962963
NotBurntOut	14.70588235	12.97709924	67.27272727	54.16666667	59.25925926
NotBurntOut	11.76470588	9.923664122	52.72727273	79.16666667	66.66666667
NotBurntOut	8.235294118	10.6870229	49.09090909	64.58333333	53.7037037
NotBurntOut	9.411764706	19.84732824	52.72727273	43.75	51.85185185
NotBurntOut	14.70588235	10.6870229	52.72727273	45.83333333	50
NotBurntOut	18.82352941	11.45038168	49.09090909	89.58333333	37.03703704
NotBurntOut	36.47058824	6.870229008	58.18181818	56.25	61.11111111
NotBurntOut	8.823529412	62.59541985	78.18181818	39.58333333	53.7037037
NotBurntOut	8.823529412	12.21374046	38.18181818	72.91666667	53.7037037
NotBurntOut	11.76470588	9.923664122	49.09090909	62.5	61.11111111
NotBurntOut	7.647058824	15.26717557	47.27272727	62.5	37.03703704
NotBurntOut	9.411764706	22.13740458	56.36363636	85.41666667	51.85185185
NotBurntOut	7.058823529	13.74045802	49.09090909	64.58333333	38.88888889
NotBurntOut	14.11764706	22.90076336	70.90909091	68.75	70.37037037
NotBurntOut	7.647058824	12.21374046	49.09090909	35.41666667	42.59259259
NotBurntOut	13.52941176	9.160305344	40	89.58333333	50
NotBurntOut	11.17647059	9.923664122	50.90909091	77.08333333	44.44444444
NotBurntOut	36.47058824	15.26717557	67.27272727	62.5	62.96296296
NotBurntOut	15.29411765	16.79389313	43.63636364	54.16666667	61.11111111
NotBurntOut	15.88235294	25.95419847	47.27272727	75	44.44444444
NotBurntOut	8.823529412	9.923664122	56.36363636	72.91666667	57.40740741
NotBurntOut	11.17647059	9.923664122	47.27272727	64.58333333	55.55555556
NotBurntOut	8.235294118	22.90076336	47.27272727	54.16666667	53.7037037
NotBurntOut	7.647058824	10.6870229	56.36363636	54.16666667	77.77777778
NotBurntOut	8.823529412	9.923664122	49.09090909	75	40.74074074
NotBurntOut	7.647058824	15.26717557	34.54545455	60.41666667	38.88888889
NotBurntOut	42.35294118	4.580152672	56.36363636	58.33333333	57.40740741
NotBurntOut	15.88235294	8.396946565	38.18181818	75	50
NotBurntOut	21.17647059	12.21374046	52.72727273	97.91666667	50
NotBurntOut	18.82352941	20.61068702	65.45454545	60.41666667	53.7037037
NotBurntOut	23.52941176	10.6870229	52.72727273	68.75	38.88888889
NotBurntOut	12.94117647	52.67175573	74.54545455	68.75	68.51851852
NotBurntOut	15.88235294	10.6870229	49.09090909	45.83333333	48.14814815
NotBurntOut	25.29411765	53.4351145	83.63636364	33.33333333	40.74074074
NotBurntOut	7.058823529	20.61068702	43.63636364	58.33333333	31.48148148
NotBurntOut	12.35294118	13.74045802	34.54545455	56.25	57.40740741
NotBurntOut	8.823529412	9.160305344	30.90909091	75	37.03703704
NotBurntOut	17.64705882	25.95419847	50.90909091	54.16666667	66.66666667
NotBurntOut	8.823529412	25.95419847	54.54545455	58.33333333	55.55555556
NotBurntOut	52.35294118	11.45038168	63.63636364	75	55.55555556
NotBurntOut	14.11764706	9.160305344	47.27272727	56.25	59.25925926
NotBurntOut	23.52941176	6.870229008	38.18181818	83.33333333	50
NotBurntOut	7.058823529	10.6870229	38.18181818	85.41666667	55.55555556
NotBurntOut	30	57.2519084	94.54545455	27.08333333	79.62962963
NotBurntOut	22.35294118	9.923664122	63.63636364	79.16666667	55.55555556
NotBurntOut	7.647058824	100	100	43.75	57.40740741
NotBurntOut	7.058823529	10.6870229	32.72727273	60.41666667	46.2962963
NotBurntOut	8.823529412	10.6870229	36.36363636	75	48.14814815
NotBurntOut	10	11.45038168	41.81818182	52.08333333	57.40740741
NotBurntOut	14.11764706	41.98473282	63.63636364	60.41666667	72.22222222
NotBurntOut	12.94117647	10.6870229	49.09090909	45.83333333	59.25925926
NotBurntOut	11.17647059	47.32824427	72.72727273	77.08333333	79.62962963
NotBurntOut	10.58823529	32.82442748	70.90909091	60.41666667	40.74074074
NotBurntOut	30.58823529	13.74045802	56.36363636	62.5	68.51851852
NotBurntOut	8.823529412	12.21374046	41.81818182	62.5	42.59259259
NotBurntOut	8.235294118	11.45038168	50.90909091	83.33333333	57.40740741
NotBurntOut	10	52.67175573	56.36363636	20.83333333	51.85185185
NotBurntOut	15.29411765	11.45038168	36.36363636	66.66666667	40.74074074
NotBurntOut	10.58823529	11.45038168	56.36363636	35.41666667	50
NotBurntOut	11.76470588	32.82442748	52.72727273	56.25	44.44444444
NotBurntOut	41.17647059	6.106870229	45.45454545	62.5	33.33333333
NotBurntOut	11.17647059	15.26717557	70.90909091	47.91666667	90.74074074
NotBurntOut	7.647058824	13.74045802	52.72727273	75	53.7037037
NotBurntOut	9.411764706	19.84732824	38.18181818	79.16666667	50
NotBurntOut	11.17647059	32.82442748	58.18181818	70.83333333	53.7037037
NotBurntOut	14.11764706	12.97709924	58.18181818	68.75	61.11111111
NotBurntOut	10	25.19083969	63.63636364	66.66666667	64.81481481
NotBurntOut	10.58823529	21.3740458	54.54545455	64.58333333	42.59259259
NotBurntOut	8.235294118	12.97709924	43.63636364	79.16666667	50
NotBurntOut	9.411764706	16.79389313	54.54545455	79.16666667	33.33333333
NotBurntOut	8.235294118	12.21374046	34.54545455	47.91666667	42.59259259
NotBurntOut	10	10.6870229	49.09090909	66.66666667	57.40740741
NotBurntOut	8.823529412	16.79389313	50.90909091	83.33333333	59.25925926
NotBurntOut	10	34.35114504	52.72727273	50	62.96296296
NotBurntOut	36.47058824	8.396946565	56.36363636	83.33333333	33.33333333
NotBurntOut	7.647058824	25.19083969	61.81818182	60.41666667	55.55555556
NotBurntOut	8.823529412	11.45038168	45.45454545	56.25	62.96296296
NotBurntOut	9.411764706	13.74045802	27.27272727	52.08333333	48.14814815
NotBurntOut	10.58823529	16.79389313	47.27272727	89.58333333	50
NotBurntOut	19.41176471	23.66412214	58.18181818	39.58333333	51.85185185
NotBurntOut	13.52941176	22.13740458	65.45454545	35.41666667	61.11111111
NotBurntOut	28.23529412	10.6870229	56.36363636	41.66666667	61.11111111
NotBurntOut	8.235294118	12.21374046	41.81818182	64.58333333	40.74074074
NotBurntOut	8.235294118	18.32061069	43.63636364	45.83333333	48.14814815
NotBurntOut	12.94117647	11.45038168	69.09090909	56.25	70.37037037
NotBurntOut	25.88235294	8.396946565	47.27272727	83.33333333	53.7037037
NotBurntOut	14.11764706	19.08396947	43.63636364	62.5	53.7037037
NotBurntOut	15.29411765	25.19083969	72.72727273	66.66666667	74.07407407
NotBurntOut	100	6.106870229	80	52.08333333	37.03703704
NotBurntOut	8.235294118	65.64885496	80	43.75	50
NotBurntOut	11.17647059	16.03053435	56.36363636	70.83333333	38.88888889
NotBurntOut	27.05882353	11.45038168	56.36363636	62.5	38.88888889
NotBurntOut	10.58823529	14.50381679	56.36363636	79.16666667	53.7037037
NotBurntOut	30	10.6870229	56.36363636	83.33333333	50
NotBurntOut	32.35294118	9.160305344	56.36363636	43.75	44.44444444
NotBurntOut	8.235294118	14.50381679	41.81818182	72.91666667	51.85185185
NotBurntOut	8.823529412	18.32061069	52.72727273	50	62.96296296
NotBurntOut	47.64705882	25.95419847	72.72727273	45.83333333	51.85185185
NotBurntOut	41.17647059	12.97709924	56.36363636	81.25	44.44444444
NotBurntOut	11.17647059	16.79389313	40	43.75	38.88888889
NotBurntOut	14.11764706	18.32061069	50.90909091	54.16666667	88.88888889
NotBurntOut	8.235294118	51.14503817	67.27272727	60.41666667	57.40740741
NotBurntOut	9.411764706	17.55725191	52.72727273	91.66666667	53.7037037
NotBurntOut	9.411764706	15.26717557	58.18181818	79.16666667	68.51851852
NotBurntOut	20	21.3740458	56.36363636	58.33333333	46.2962963
NotBurntOut	8.823529412	32.0610687	67.27272727	75	61.11111111
NotBurntOut	8.823529412	16.03053435	60	54.16666667	55.55555556
NotBurntOut	59.41176471	3.816793893	61.81818182	62.5	53.7037037
NotBurntOut	23.52941176	9.923664122	58.18181818	58.33333333	44.44444444
NotBurntOut	13.52941176	24.42748092	60	79.16666667	46.2962963
NotBurntOut	10.58823529	12.97709924	56.36363636	43.75	61.11111111
NotBurntOut	11.76470588	14.50381679	49.09090909	87.5	27.77777778
NotBurntOut	12.94117647	14.50381679	47.27272727	64.58333333	57.40740741
NotBurntOut	9.411764706	17.55725191	43.63636364	58.33333333	53.7037037
NotBurntOut	10	49.61832061	69.09090909	45.83333333	68.51851852
NotBurntOut	24.11764706	10.6870229	47.27272727	70.83333333	44.44444444
NotBurntOut	12.94117647	16.79389313	43.63636364	50	48.14814815
NotBurntOut	13.52941176	26.71755725	61.81818182	64.58333333	59.25925926
NotBurntOut	8.823529412	12.97709924	56.36363636	93.75	70.37037037
NotBurntOut	9.411764706	13.74045802	49.09090909	72.91666667	50
NotBurntOut	8.235294118	27.48091603	54.54545455	68.75	62.96296296
NotBurntOut	17.64705882	13.74045802	40	62.5	48.14814815
NotBurntOut	11.17647059	15.26717557	41.81818182	85.41666667	57.40740741
NotBurntOut	37.64705882	29.00763359	63.63636364	58.33333333	37.03703704
NotBurntOut	12.94117647	12.97709924	56.36363636	83.33333333	75.92592593
NotBurntOut	25.88235294	10.6870229	58.18181818	77.08333333	57.40740741
NotBurntOut	20	41.98473282	56.36363636	56.25	44.44444444
NotBurntOut	34.70588235	9.923664122	58.18181818	41.66666667	35.18518519
NotBurntOut	11.17647059	24.42748092	41.81818182	58.33333333	38.88888889
NotBurntOut	9.411764706	13.74045802	60	70.83333333	75.92592593
NotBurntOut	11.76470588	19.84732824	52.72727273	43.75	61.11111111
NotBurntOut	10	20.61068702	47.27272727	35.41666667	55.55555556
NotBurntOut	11.17647059	13.74045802	50.90909091	62.5	40.74074074
NotBurntOut	14.70588235	12.21374046	49.09090909	60.41666667	53.7037037
NotBurntOut	12.35294118	18.32061069	43.63636364	60.41666667	53.7037037
NotBurntOut	22.94117647	21.3740458	49.09090909	41.66666667	72.22222222
NotBurntOut	22.35294118	12.21374046	50.90909091	68.75	51.85185185
NotBurntOut	55.88235294	24.42748092	69.09090909	64.58333333	29.62962963
NotBurntOut	13.52941176	15.26717557	67.27272727	77.08333333	61.11111111
NotBurntOut	10	16.03053435	49.09090909	41.66666667	66.66666667
NotBurntOut	13.52941176	14.50381679	47.27272727	62.5	51.85185185
NotBurntOut	12.94117647	26.71755725	47.27272727	52.08333333	61.11111111
NotBurntOut	10	16.79389313	52.72727273	75	53.7037037
NotBurntOut	16.47058824	19.08396947	47.27272727	60.41666667	37.03703704
NotBurntOut	10.58823529	16.79389313	49.09090909	62.5	38.88888889
NotBurntOut	10	17.55725191	65.45454545	72.91666667	74.07407407
NotBurntOut	11.76470588	16.79389313	36.36363636	70.83333333	51.85185185
NotBurntOut	12.94117647	64.88549618	87.27272727	50	79.62962963
NotBurntOut	12.94117647	19.08396947	50.90909091	70.83333333	68.51851852
NotBurntOut	23.52941176	23.66412214	58.18181818	60.41666667	57.40740741
NotBurntOut	10	17.55725191	65.45454545	81.25	57.40740741
NotBurntOut	10	22.13740458	52.72727273	60.41666667	61.11111111
NotBurntOut	52.35294118	44.27480916	67.27272727	41.66666667	37.03703704
NotBurntOut	12.35294118	31.29770992	81.81818182	66.66666667	51.85185185
NotBurntOut	22.35294118	13.74045802	50.90909091	85.41666667	42.59259259
NotBurntOut	9.411764706	19.08396947	69.09090909	45.83333333	74.07407407
NotBurntOut	12.35294118	33.58778626	65.45454545	70.83333333	55.55555556
NotBurntOut	10.58823529	57.2519084	70.90909091	70.83333333	50
NotBurntOut	10.58823529	38.16793893	70.90909091	41.66666667	70.37037037
NotBurntOut	9.411764706	22.90076336	50.90909091	89.58333333	55.55555556
NotBurntOut	10	15.26717557	58.18181818	83.33333333	66.66666667
NotBurntOut	10.58823529	22.13740458	49.09090909	62.5	68.51851852
NotBurntOut	37.64705882	29.00763359	87.27272727	64.58333333	48.14814815
NotBurntOut	29.41176471	29.77099237	65.45454545	50	79.62962963
NotBurntOut	9.411764706	30.53435115	43.63636364	79.16666667	42.59259259
NotBurntOut	12.94117647	17.55725191	50.90909091	75	61.11111111
NotBurntOut	9.411764706	14.50381679	58.18181818	52.08333333	61.11111111
NotBurntOut	20.58823529	15.26717557	49.09090909	79.16666667	53.7037037
NotBurntOut	15.88235294	18.32061069	54.54545455	72.91666667	53.7037037
NotBurntOut	14.11764706	16.03053435	45.45454545	56.25	68.51851852
NotBurntOut	10	22.90076336	65.45454545	87.5	81.48148148
NotBurntOut	15.29411765	70.99236641	92.72727273	52.08333333	57.40740741
NotBurntOut	20	35.8778626	76.36363636	68.75	62.96296296
NotBurntOut	14.11764706	45.03816794	69.09090909	58.33333333	75.92592593
NotBurntOut	17.05882353	14.50381679	50.90909091	50	33.33333333
NotBurntOut	17.64705882	32.82442748	63.63636364	47.91666667	85.18518519
NotBurntOut	32.35294118	12.97709924	60	47.91666667	50
NotBurntOut	44.70588235	19.08396947	54.54545455	62.5	27.77777778
NotBurntOut	16.47058824	14.50381679	47.27272727	83.33333333	64.81481481
NotBurntOut	12.94117647	39.69465649	54.54545455	81.25	40.74074074
NotBurntOut	11.17647059	16.79389313	67.27272727	47.91666667	83.33333333
NotBurntOut	27.05882353	22.13740458	76.36363636	39.58333333	53.7037037
NotBurntOut	17.05882353	29.00763359	63.63636364	62.5	50
NotBurntOut	35.88235294	21.3740458	56.36363636	64.58333333	35.18518519
NotBurntOut	12.35294118	29.00763359	50.90909091	43.75	29.62962963
NotBurntOut	17.64705882	52.67175573	72.72727273	43.75	64.81481481
NotBurntOut	16.47058824	16.03053435	56.36363636	66.66666667	51.85185185
NotBurntOut	20	31.29770992	54.54545455	52.08333333	55.55555556
NotBurntOut	11.76470588	19.08396947	49.09090909	52.08333333	61.11111111
NotBurntOut	14.70588235	16.03053435	40	64.58333333	59.25925926
NotBurntOut	12.94117647	19.84732824	49.09090909	56.25	61.11111111
NotBurntOut	13.52941176	25.19083969	45.45454545	100	46.2962963
NotBurntOut	24.70588235	16.03053435	60	89.58333333	59.25925926
NotBurntOut	11.17647059	20.61068702	34.54545455	72.91666667	35.18518519
NotBurntOut	16.47058824	16.03053435	60	52.08333333	59.25925926
NotBurntOut	37.64705882	12.97709924	54.54545455	58.33333333	53.7037037
NotBurntOut	15.29411765	18.32061069	58.18181818	37.5	59.25925926
NotBurntOut	12.94117647	19.84732824	36.36363636	75	55.55555556
NotBurntOut	73.52941176	6.870229008	69.09090909	77.08333333	51.85185185
NotBurntOut	16.47058824	16.79389313	45.45454545	58.33333333	37.03703704
NotBurntOut	21.17647059	16.03053435	54.54545455	81.25	50
NotBurntOut	11.17647059	26.71755725	47.27272727	68.75	50
NotBurntOut	29.41176471	16.79389313	56.36363636	52.08333333	48.14814815
NotBurntOut	21.76470588	28.24427481	56.36363636	68.75	37.03703704
NotBurntOut	32.35294118	25.19083969	70.90909091	60.41666667	66.66666667
NotBurntOut	20.58823529	19.08396947	58.18181818	47.91666667	46.2962963
NotBurntOut	13.52941176	19.84732824	60	56.25	62.96296296
NotBurntOut	25.29411765	20.61068702	47.27272727	77.08333333	59.25925926
NotBurntOut	12.94117647	48.09160305	61.81818182	27.08333333	66.66666667
NotBurntOut	14.11764706	53.4351145	81.81818182	50	77.77777778
NotBurntOut	14.70588235	18.32061069	43.63636364	62.5	61.11111111
NotBurntOut	14.70588235	19.08396947	49.09090909	54.16666667	48.14814815
NotBurntOut	11.76470588	21.3740458	43.63636364	64.58333333	70.37037037
NotBurntOut	38.82352941	14.50381679	63.63636364	47.91666667	50
NotBurntOut	12.35294118	22.13740458	56.36363636	33.33333333	62.96296296
NotBurntOut	65.29411765	11.45038168	63.63636364	45.83333333	50
BurntOut	12.94117647	21.3740458	45.45454545	52.08333333	61.11111111
BurntOut	22.35294118	28.24427481	54.54545455	52.08333333	57.40740741
BurntOut	14.70588235	33.58778626	61.81818182	64.58333333	53.7037037
BurntOut	14.70588235	20.61068702	49.09090909	35.41666667	55.55555556
BurntOut	22.35294118	17.55725191	63.63636364	64.58333333	68.51851852
BurntOut	12.94117647	19.84732824	47.27272727	50	42.59259259
BurntOut	12.94117647	24.42748092	72.72727273	85.41666667	57.40740741
BurntOut	14.11764706	19.84732824	45.45454545	68.75	53.7037037
BurntOut	11.76470588	37.40458015	67.27272727	54.16666667	50
BurntOut	30.58823529	19.84732824	50.90909091	77.08333333	51.85185185
BurntOut	14.70588235	19.84732824	41.81818182	45.83333333	46.2962963
BurntOut	27.64705882	17.55725191	67.27272727	85.41666667	77.77777778
BurntOut	13.52941176	30.53435115	54.54545455	81.25	50
BurntOut	14.11764706	61.06870229	74.54545455	75	59.25925926
BurntOut	19.41176471	22.90076336	56.36363636	79.16666667	44.44444444
BurntOut	24.70588235	20.61068702	56.36363636	83.33333333	31.48148148
BurntOut	20	21.3740458	54.54545455	58.33333333	68.51851852
BurntOut	21.76470588	35.11450382	69.09090909	68.75	61.11111111
BurntOut	15.29411765	26.71755725	45.45454545	62.5	44.44444444
BurntOut	13.52941176	25.19083969	60	62.5	66.66666667
BurntOut	24.70588235	35.8778626	70.90909091	37.5	70.37037037
BurntOut	14.70588235	24.42748092	49.09090909	64.58333333	50
BurntOut	45.88235294	17.55725191	49.09090909	29.16666667	48.14814815
BurntOut	27.64705882	22.13740458	50.90909091	72.91666667	37.03703704
BurntOut	40	32.0610687	70.90909091	66.66666667	62.96296296
BurntOut	18.82352941	32.82442748	65.45454545	52.08333333	66.66666667
BurntOut	14.70588235	22.90076336	38.18181818	83.33333333	46.2962963
BurntOut	14.11764706	22.90076336	49.09090909	56.25	72.22222222
BurntOut	15.29411765	30.53435115	49.09090909	45.83333333	64.81481481
BurntOut	15.29411765	29.77099237	52.72727273	68.75	61.11111111
BurntOut	41.76470588	16.79389313	65.45454545	52.08333333	62.96296296
BurntOut	14.11764706	25.19083969	45.45454545	60.41666667	66.66666667
BurntOut	21.17647059	25.19083969	58.18181818	68.75	66.66666667
BurntOut	14.11764706	45.80152672	63.63636364	58.33333333	53.7037037
BurntOut	48.23529412	51.14503817	98.18181818	54.16666667	64.81481481
BurntOut	35.88235294	32.0610687	80	56.25	59.25925926
BurntOut	23.52941176	38.93129771	76.36363636	52.08333333	55.55555556
BurntOut	20.58823529	48.85496183	54.54545455	41.66666667	51.85185185
BurntOut	16.47058824	22.90076336	54.54545455	54.16666667	37.03703704
